pmcid,pmid,title,source_url,raw_path,text_path,processed_path,chunk_count,entity_count,relationship_count,fetch_status,extract_status,load_status,extractor_model,status,error
PMC6067007,,"Role of fibrates in cardiovascular disease prevention, the ACCORD-Lipid perspective",https://pmc.ncbi.nlm.nih.gov/articles/PMC6067007/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC6067007.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC6067007.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC6067007.json,5,77,188,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC7188966,,Fibrates Revisited: Potential Role in Cardiovascular Risk Reduction,https://pmc.ncbi.nlm.nih.gov/articles/PMC7188966/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC7188966.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC7188966.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC7188966.json,5,79,159,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC2646035,,"Effects of Fenofibrate Treatment on Cardiovascular Disease Risk in 9,795 Individuals With Type 2 Diabetes and Various Components of the Metabolic Syndrome",https://pmc.ncbi.nlm.nih.gov/articles/PMC2646035/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC2646035.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC2646035.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC2646035.json,5,42,84,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC5470410,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC5470410/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC5470410.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC5470410.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC5470410.json,0,0,0,skipped,skipped,skipped,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,skipped,BioC JSON unavailable for PMC5470410: NCBI returned no result
PMC6763755,,Use of fenofibrate on cardiovascular outcomes in statin users with metabolic syndrome: propensity matched cohort study,https://pmc.ncbi.nlm.nih.gov/articles/PMC6763755/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC6763755.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC6763755.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC6763755.json,7,87,60,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC10594425,,Effectiveness and Safety of Fenofibrate in Routine Treatment of Patients with Hypertriglyceridemia and Metabolic Syndrome,https://pmc.ncbi.nlm.nih.gov/articles/PMC10594425/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC10594425.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC10594425.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC10594425.json,7,84,145,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC6171908,,Effect of fenofibrate in 1113 patients at low-density lipoprotein cholesterol goal but high triglyceride levels: Real-world results and factors associated with triglyceride reduction,https://pmc.ncbi.nlm.nih.gov/articles/PMC6171908/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC6171908.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC6171908.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC6171908.json,5,66,119,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC11264858,,Fenofibrate’s impact on cardiovascular risk in patients with diabetes: a nationwide propensity-score matched cohort study,https://pmc.ncbi.nlm.nih.gov/articles/PMC11264858/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC11264858.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC11264858.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC11264858.json,7,84,137,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC13101280,,"Fenofibrate plus statin and ASCVD risk by triglyceride-rich lipoprotein cholesterol in 70,000 patients",https://pmc.ncbi.nlm.nih.gov/articles/PMC13101280/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC13101280.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC13101280.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC13101280.json,10,113,137,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC12955317,,Association of fenofibrate therapy with cardiovascular events and mortality in diabetes patients with early-diagnosed hyperlipidemia,https://pmc.ncbi.nlm.nih.gov/articles/PMC12955317/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC12955317.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC12955317.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC12955317.json,8,91,72,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC3563284,,Fish oil – how does it reduce plasma triglycerides?,https://pmc.ncbi.nlm.nih.gov/articles/PMC3563284/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC3563284.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC3563284.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC3563284.json,10,166,100,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC10557817,,Fish oil supplementation modifies the genetic potential for blood lipids,https://pmc.ncbi.nlm.nih.gov/articles/PMC10557817/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC10557817.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC10557817.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC10557817.json,6,58,12,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC5646219,,A Double-Blind Randomized Trial of Fish Oil to Lower Triglycerides and Improve Cardiometabolic Risk in Adolescents,https://pmc.ncbi.nlm.nih.gov/articles/PMC5646219/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC5646219.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC5646219.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC5646219.json,7,99,36,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC9791266,,Role of omega-3 fatty acids in the prevention and treatment of cardiovascular Diseases: A consensus statement from the Experts’ Committee Of National Society Of Cardiometabolic Medicine,https://pmc.ncbi.nlm.nih.gov/articles/PMC9791266/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC9791266.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC9791266.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC9791266.json,15,220,141,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC8413259,,Effect of omega-3 fatty acids on cardiovascular outcomes: A systematic review and meta-analysis,https://pmc.ncbi.nlm.nih.gov/articles/PMC8413259/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC8413259.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC8413259.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC8413259.json,10,114,30,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC6024670,,"The Role of n-3 Long Chain Polyunsaturated Fatty Acids in Cardiovascular Disease Prevention, and Interactions with Statins",https://pmc.ncbi.nlm.nih.gov/articles/PMC6024670/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC6024670.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC6024670.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC6024670.json,10,123,141,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC10381976,,Association Between Omega‐3 Fatty Acid Intake and Dyslipidemia: A Continuous Dose–Response Meta‐Analysis of Randomized Controlled Trials,https://pmc.ncbi.nlm.nih.gov/articles/PMC10381976/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC10381976.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC10381976.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC10381976.json,11,137,70,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC3388014,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC3388014/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC3388014.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC3388014.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC3388014.json,0,0,0,skipped,skipped,skipped,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,skipped,BioC JSON unavailable for PMC3388014: NCBI returned no result
PMC9609787,,The effect of omega-3 fatty acids and its combination with statins on lipid profile in patients with hypertriglyceridemia: A systematic review and meta-analysis of randomized controlled trials,https://pmc.ncbi.nlm.nih.gov/articles/PMC9609787/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC9609787.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC9609787.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC9609787.json,12,115,132,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
PMC6320142,,Comparison of efficacy and safety of combination therapy with statins and omega-3 fatty acids versus statin monotherapy in patients with dyslipidemia,https://pmc.ncbi.nlm.nih.gov/articles/PMC6320142/,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/raw/PMC6320142.json,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/text/PMC6320142.txt,/app/data/source_documents/ui_ingestion/ing-ca83b1894b5a/processed/PMC6320142.json,5,49,81,ok,ok,ok,Ihor/gliner-biomed-small-v1.0 + sentence-transformers/all-MiniLM-L6-v2,ok,
